timestamp,speed
2026-01-01 00:00:00,66.37600696814815
2026-01-01 00:05:00,65.27881658944005
2026-01-01 00:10:00,63.55240124714612
2026-01-01 00:15:00,63.66315531108628
2026-01-01 00:20:00,60.760299294116855
2026-01-01 00:25:00,69.21910741698777
2026-01-01 00:30:00,65.88879980757957
2026-01-01 00:35:00,66.37847042652325
2026-01-01 00:40:00,62.28020140324194
2026-01-01 00:45:00,63.00634392018478
2026-01-01 00:50:00,64.57694834363909
2026-01-01 00:55:00,64.10377869273609
2026-01-01 01:00:00,63.37872006279723
2026-01-01 01:05:00,62.5548074225236
2026-01-01 01:10:00,56.67515172301955
2026-01-01 01:15:00,65.05265859043972
2026-01-01 01:20:00,69.26096264535408
2026-01-01 01:25:00,65.92188988456273
2026-01-01 01:30:00,65.30947157510114
2026-01-01 01:35:00,67.36863741036925
2026-01-01 01:40:00,67.79124840203974
2026-01-01 01:45:00,64.80214485368151
2026-01-01 01:50:00,63.639614854769775
2026-01-01 01:55:00,59.438155359926434
2026-01-01 02:00:00,60.757836155107306
2026-01-01 02:05:00,67.10316816437381
2026-01-01 02:10:00,65.8097008916085
2026-01-01 02:15:00,61.7854217248156
2026-01-01 02:20:00,69.07850854652749
2026-01-01 02:25:00,66.5528913277594
2026-01-01 02:30:00,66.70437548128751
2026-01-01 02:35:00,66.72603444935534
2026-01-01 02:40:00,64.84362721977926
2026-01-01 02:45:00,66.65997030561178
2026-01-01 02:50:00,65.60071078902976
2026-01-01 02:55:00,64.51003285835145
2026-01-01 03:00:00,65.08949569159594
2026-01-01 03:05:00,66.99897668117961
2026-01-01 03:10:00,60.52147456762802
2026-01-01 03:15:00,66.0489646942755
2026-01-01 03:20:00,63.40335887947023
2026-01-01 03:25:00,70.2372909679525
2026-01-01 03:30:00,65.43170541820612
2026-01-01 03:35:00,63.481133721782065
2026-01-01 03:40:00,60.72479456632104
2026-01-01 03:45:00,68.04695412374363
2026-01-01 03:50:00,63.097503347296744
2026-01-01 03:55:00,64.33466788713943
2026-01-01 04:00:00,65.68604748693183
2026-01-01 04:05:00,65.05326819746892
2026-01-01 04:10:00,66.30921122022261
2026-01-01 04:15:00,61.10309888357981
2026-01-01 04:20:00,70.28820140403461
2026-01-01 04:25:00,64.69966689799783
2026-01-01 04:30:00,62.177298547250146
2026-01-01 04:35:00,65.00549386926875
2026-01-01 04:40:00,67.9805074029173
2026-01-01 04:45:00,63.439052508515665
2026-01-01 04:50:00,63.701351389617365
2026-01-01 04:55:00,69.60350495032569
2026-01-01 05:00:00,69.50116098705341
2026-01-01 05:05:00,60.27213733165499
2026-01-01 05:10:00,62.09009682468106
2026-01-01 05:15:00,69.12971278842096
2026-01-01 05:20:00,56.112128458929206
2026-01-01 05:25:00,66.54011881644496
2026-01-01 05:30:00,64.54357623033432
2026-01-01 05:35:00,61.81774147369391
2026-01-01 05:40:00,64.75387078402167
2026-01-01 05:45:00,63.91163245109436
2026-01-01 05:50:00,68.07883863368558
2026-01-01 05:55:00,66.69800937494455
2026-01-01 06:00:00,68.79569449532033
2026-01-01 06:05:00,66.50108613205705
2026-01-01 06:10:00,64.70950645478261
2026-01-01 06:15:00,59.07114462935976
2026-01-01 06:20:00,57.914443052457415
2026-01-01 06:25:00,62.53167872476737
2026-01-01 06:30:00,68.51072101078823
2026-01-01 06:35:00,64.77489519580567
2026-01-01 06:40:00,65.60809543020028
2026-01-01 06:45:00,60.99227979545059
2026-01-01 06:50:00,70.65743483507323
2026-01-01 06:55:00,63.90328500688474
2026-01-01 07:00:00,39.40683298890079
2026-01-01 07:05:00,24.83818063306564
2026-01-01 07:10:00,28.19256684385948
2026-01-01 07:15:00,35.37982011412222
2026-01-01 07:20:00,32.34202354267512
2026-01-01 07:25:00,36.356747443999794
2026-01-01 07:30:00,40.73091696919951
2026-01-01 07:35:00,28.695541919422336
2026-01-01 07:40:00,34.162023632127465
2026-01-01 07:45:00,35.485038459416764
2026-01-01 07:50:00,39.77116525287125
2026-01-01 07:55:00,31.592308456823652
2026-01-01 08:00:00,37.458059342457375
2026-01-01 08:05:00,27.531116576387333
2026-01-01 08:10:00,37.103412635860465
2026-01-01 08:15:00,25.730448938339606
2026-01-01 08:20:00,37.72139963039976
2026-01-01 08:25:00,35.51736697573132
2026-01-01 08:30:00,42.17169215950683
2026-01-01 08:35:00,33.34799064813889
2026-01-01 08:40:00,22.207850670279445
2026-01-01 08:45:00,40.29756965205296
2026-01-01 08:50:00,35.80372179614961
2026-01-01 08:55:00,32.72904166788019
2026-01-01 09:00:00,25.300031402127395
2026-01-01 09:05:00,44.288874433939
2026-01-01 09:10:00,33.7256800468615
2026-01-01 09:15:00,40.45001097242497
2026-01-01 09:20:00,31.9601869496774
2026-01-01 09:25:00,46.9306454789582
2026-01-01 09:30:00,38.23105081362137
2026-01-01 09:35:00,43.77827485655774
2026-01-01 09:40:00,25.86058472393211
2026-01-01 09:45:00,43.150179996034026
2026-01-01 09:50:00,35.57567782537304
2026-01-01 09:55:00,34.16803442076424
2026-01-01 10:00:00,55.67679107942934
2026-01-01 10:05:00,56.066838909622604
2026-01-01 10:10:00,60.300407003738265
2026-01-01 10:15:00,53.11135613190871
2026-01-01 10:20:00,57.26412129075393
2026-01-01 10:25:00,49.816865126370566
2026-01-01 10:30:00,59.55568029501939
2026-01-01 10:35:00,54.44054351292064
2026-01-01 10:40:00,45.32971417739481
2026-01-01 10:45:00,59.83293822852349
2026-01-01 10:50:00,47.036994851860705
2026-01-01 10:55:00,58.205557285056294
2026-01-01 11:00:00,54.93738126584476
2026-01-01 11:05:00,51.01511288951346
2026-01-01 11:10:00,62.46398443640601
2026-01-01 11:15:00,57.77884282007239
2026-01-01 11:20:00,55.32000589372486
2026-01-01 11:25:00,53.39098652269604
2026-01-01 11:30:00,55.616558620885904
2026-01-01 11:35:00,56.148127592203686
2026-01-01 11:40:00,51.67623514275929
2026-01-01 11:45:00,49.77673139533121
2026-01-01 11:50:00,58.30580433311717
2026-01-01 11:55:00,58.0238050923313
2026-01-01 12:00:00,57.04396630442291
2026-01-01 12:05:00,56.25659521407951
2026-01-01 12:10:00,57.01137929427734
2026-01-01 12:15:00,56.67519456265258
2026-01-01 12:20:00,54.915896764593796
2026-01-01 12:25:00,52.68598482797517
2026-01-01 12:30:00,54.5063294992116
2026-01-01 12:35:00,52.81887987775306
